time,boolout,realout,intout,stringout,boolin,realin,intin,stringin
4.100000000000001,false,0.0,0,bahamas,false,3.0,1,blahh
4.200000000000001,false,0.0,0,bahamas,false,3.0,1,blahh
4.300000000000001,false,0.0,0,bahamas,false,3.0,1,blahh
4.4,false,0.0,0,bahamas,false,3.0,1,blahh
4.5,false,0.0,0,bahamas,false,3.0,1,blahh
4.6,false,0.0,0,bahamas,false,3.0,1,blahh
4.699999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
4.799999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
4.899999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
4.999999999999998,false,0.0,0,bahamas,false,3.0,1,blahh
5.099999999999998,false,0.0,0,bahamas,false,3.0,1,blahh
5.1999999999999975,false,0.0,0,bahamas,false,3.0,1,blahh
5.299999999999997,false,0.0,0,bahamas,false,3.0,1,blahh
5.399999999999997,false,0.0,0,bahamas,false,3.0,1,blahh
5.4999999999999964,false,0.0,0,bahamas,false,3.0,1,blahh
5.599999999999996,false,0.0,0,bahamas,false,3.0,1,blahh
5.699999999999996,false,0.0,0,bahamas,false,3.0,1,blahh
5.799999999999995,false,0.0,0,bahamas,false,3.0,1,blahh
5.899999999999995,false,0.0,0,bahamas,false,3.0,1,blahh
5.999999999999995,false,0.0,0,bahamas,false,3.0,1,blahh
6.099999999999994,false,0.0,0,bahamas,false,3.0,1,blahh
6.199999999999994,false,0.0,0,bahamas,false,3.0,1,blahh
6.299999999999994,false,0.0,0,bahamas,false,3.0,1,blahh
6.399999999999993,false,0.0,0,bahamas,false,3.0,1,blahh
6.499999999999993,false,0.0,0,bahamas,false,3.0,1,blahh
6.5999999999999925,false,0.0,0,bahamas,false,3.0,1,blahh
6.699999999999992,false,0.0,0,bahamas,false,3.0,1,blahh
6.799999999999992,false,0.0,0,bahamas,false,3.0,1,blahh
6.8999999999999915,false,0.0,0,bahamas,false,3.0,1,blahh
6.999999999999991,false,0.0,0,bahamas,false,3.0,1,blahh
7.099999999999991,false,0.0,0,bahamas,false,3.0,1,blahh
7.19999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
7.29999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
7.39999999999999,false,0.0,0,bahamas,false,3.0,1,blahh
7.499999999999989,false,0.0,0,bahamas,false,3.0,1,blahh
7.599999999999989,false,0.0,0,bahamas,false,3.0,1,blahh
7.699999999999989,false,0.0,0,bahamas,false,3.0,1,blahh
7.799999999999988,false,0.0,0,bahamas,false,3.0,1,blahh
7.899999999999988,false,0.0,0,bahamas,false,3.0,1,blahh
7.999999999999988,true,0.0,0,bahamas,false,3.0,1,blahh
8.099999999999987,false,0.0,0,bahamas,false,3.0,1,blahh
8.199999999999987,false,0.0,0,bahamas,false,3.0,1,blahh
8.299999999999986,false,0.0,0,bahamas,false,3.0,1,blahh
8.399999999999986,false,0.0,0,bahamas,false,3.0,1,blahh
8.499999999999986,false,0.0,0,bahamas,false,3.0,1,blahh
8.599999999999985,false,0.0,0,bahamas,false,3.0,1,blahh
8.699999999999985,false,0.0,0,bahamas,false,3.0,1,blahh
8.799999999999985,false,0.0,0,bahamas,false,3.0,1,blahh
8.899999999999984,false,0.0,0,bahamas,false,3.0,1,blahh
8.999999999999984,false,0.0,0,bahamas,false,3.0,1,blahh
9.099999999999984,false,0.0,0,bahamas,false,3.0,1,blahh
9.199999999999983,false,0.0,0,bahamas,false,3.0,1,blahh
9.299999999999983,false,0.0,0,bahamas,false,3.0,1,blahh
9.399999999999983,false,0.0,0,bahamas,false,3.0,1,blahh
9.499999999999982,false,0.0,0,bahamas,false,3.0,1,blahh
9.599999999999982,false,0.0,0,bahamas,false,3.0,1,blahh
9.699999999999982,false,0.0,0,bahamas,false,3.0,1,blahh
9.799999999999981,false,0.0,0,bahamas,false,3.0,1,blahh
9.89999999999998,false,0.0,0,bahamas,false,3.0,1,blahh
9.99999999999998,false,0.0,35,bahamas,false,3.0,1,blahh
10.09999999999998,false,0.0,70,bahamas,false,3.0,1,blahh
10.19999999999998,false,0.0,105,bahamas,false,3.0,1,blahh
10.29999999999998,false,0.0,140,bahamas,false,3.0,1,blahh
10.399999999999979,false,0.0,175,bahamas,false,3.0,1,blahh
10.499999999999979,false,0.0,210,bahamas,false,3.0,1,blahh
10.599999999999978,false,0.0,245,bahamas,false,3.0,1,blahh
10.699999999999978,false,0.0,280,bahamas,false,3.0,1,blahh
10.799999999999978,false,0.0,315,bahamas,false,3.0,1,blahh
10.899999999999977,false,0.0,350,bahamas,false,3.0,1,blahh
10.999999999999977,false,0.0,385,bahamas,false,3.0,1,blahh
11.099999999999977,false,0.0,420,bahamas,false,3.0,1,blahh
11.199999999999976,false,0.0,455,bahamas,false,3.0,1,blahh
11.299999999999976,false,0.0,490,bahamas,false,3.0,1,blahh
11.399999999999975,false,0.0,525,bahamas,false,3.0,1,blahh
11.499999999999975,false,0.0,560,bahamas,false,3.0,1,blahh
11.599999999999975,false,0.0,595,bahamas,false,3.0,1,blahh
11.699999999999974,false,0.0,630,bahamas,false,3.0,1,blahh
11.799999999999974,false,0.0,665,bahamas,false,3.0,1,blahh
11.899999999999974,false,0.0,700,bahamas,false,3.0,1,blahh
11.999999999999973,false,0.0,735,halloj,false,3.0,1,blahh
12.099999999999973,false,0.0,770,bahamas,false,3.0,1,blahh
12.199999999999973,false,0.0,805,bahamas,false,3.0,1,blahh
12.299999999999972,false,0.0,840,bahamas,false,3.0,1,blahh
12.399999999999972,false,0.0,875,bahamas,false,3.0,1,blahh
12.499999999999972,false,0.0,910,bahamas,false,3.0,1,blahh
12.599999999999971,false,0.0,945,bahamas,false,3.0,1,blahh
12.69999999999997,false,0.0,980,bahamas,false,3.0,1,blahh
12.79999999999997,false,0.0,1015,bahamas,false,3.0,1,blahh
12.89999999999997,false,0.0,1050,bahamas,false,3.0,1,blahh
12.99999999999997,false,0.0,1085,bahamas,false,3.0,1,blahh
13.09999999999997,false,0.0,1120,bahamas,false,3.0,1,blahh
13.199999999999969,false,0.0,1155,bahamas,false,3.0,1,blahh
13.299999999999969,false,0.0,1190,bahamas,false,3.0,1,blahh
13.399999999999968,false,0.0,1225,bahamas,false,3.0,1,blahh
13.499999999999968,false,0.0,1260,bahamas,false,3.0,1,blahh
13.599999999999968,false,0.0,1295,bahamas,false,3.0,1,blahh
13.699999999999967,false,0.0,1330,bahamas,false,3.0,1,blahh
13.799999999999967,false,0.0,1365,bahamas,false,3.0,1,blahh
13.899999999999967,false,0.0,1400,bahamas,false,3.0,1,blahh
13.999999999999966,false,0.0,1435,bahamas,false,3.0,1,blahh
14.099999999999966,false,0.0,1470,bahamas,false,3.0,1,blahh
14.199999999999966,false,0.0,1505,bahamas,false,3.0,1,blahh
14.299999999999965,false,0.0,1540,bahamas,false,3.0,1,blahh
14.399999999999965,false,0.0,1575,bahamas,false,3.0,1,blahh
14.499999999999964,false,0.0,1610,bahamas,false,3.0,1,blahh
14.599999999999964,false,0.0,1645,bahamas,false,3.0,1,blahh
14.699999999999964,false,0.0,1680,bahamas,false,3.0,1,blahh
14.799999999999963,false,0.0,1715,bahamas,false,3.0,1,blahh
14.899999999999963,false,0.0,1750,bahamas,false,3.0,1,blahh
14.999999999999963,false,0.0,1785,bahamas,false,3.0,1,blahh
15.099999999999962,false,0.0,1820,bahamas,false,3.0,1,blahh
15.199999999999962,false,0.0,1855,bahamas,false,3.0,1,blahh
15.299999999999962,false,0.0,1890,bahamas,false,3.0,1,blahh
15.399999999999961,false,0.0,1925,bahamas,false,3.0,1,blahh
15.499999999999961,false,0.0,1960,bahamas,false,3.0,1,blahh
15.59999999999996,false,0.0,1995,bahamas,false,3.0,1,blahh
15.69999999999996,false,0.0,2030,bahamas,false,3.0,1,blahh
15.79999999999996,false,0.0,2065,bahamas,false,3.0,1,blahh
15.89999999999996,false,0.0,2100,bahamas,false,3.0,1,blahh
15.99999999999996,false,0.0,2135,bahamas,false,3.0,1,blahh
16.09999999999996,false,0.0,2170,bahamas,false,3.0,1,blahh
16.19999999999996,false,0.0,2205,bahamas,false,3.0,1,blahh
16.29999999999996,false,0.0,2240,bahamas,false,3.0,1,blahh
16.399999999999963,false,0.0,2275,bahamas,false,3.0,1,blahh
16.499999999999964,false,0.0,2310,bahamas,false,3.0,1,blahh
16.599999999999966,false,0.0,2345,bahamas,false,3.0,1,blahh
16.699999999999967,false,0.0,2380,bahamas,false,3.0,1,blahh
16.79999999999997,false,0.0,2415,bahamas,false,3.0,1,blahh
16.89999999999997,false,0.0,2450,bahamas,false,3.0,1,blahh
16.99999999999997,false,0.0,2485,bahamas,false,3.0,1,blahh
17.099999999999973,false,0.0,2520,bahamas,false,3.0,1,blahh
17.199999999999974,false,0.0,2555,bahamas,false,3.0,1,blahh
17.299999999999976,false,0.0,2590,bahamas,false,3.0,1,blahh
17.399999999999977,false,0.0,2625,bahamas,false,3.0,1,blahh
17.49999999999998,false,0.0,2660,bahamas,false,3.0,1,blahh
17.59999999999998,false,0.0,2695,bahamas,false,3.0,1,blahh
17.69999999999998,false,0.0,2730,bahamas,false,3.0,1,blahh
17.799999999999983,false,0.0,2765,bahamas,false,3.0,1,blahh
17.899999999999984,false,0.0,2800,bahamas,false,3.0,1,blahh
17.999999999999986,false,0.0,2835,bahamas,false,3.0,1,blahh
18.099999999999987,false,0.0,2870,bahamas,false,3.0,1,blahh
18.19999999999999,false,0.0,2905,bahamas,false,3.0,1,blahh
18.29999999999999,false,0.0,2940,bahamas,false,3.0,1,blahh
18.39999999999999,false,0.0,2975,bahamas,false,3.0,1,blahh
18.499999999999993,false,0.0,3010,bahamas,false,3.0,1,blahh
18.599999999999994,false,0.0,3045,bahamas,false,3.0,1,blahh
18.699999999999996,false,0.0,3080,bahamas,false,3.0,1,blahh
18.799999999999997,false,0.0,3115,bahamas,false,3.0,1,blahh
18.9,false,0.0,3150,bahamas,false,3.0,1,blahh
19.0,false,0.0,3185,bahamas,false,3.0,1,blahh
19.1,false,0.0,3220,bahamas,false,3.0,1,blahh
19.200000000000003,false,0.0,3255,bahamas,false,3.0,1,blahh
19.300000000000004,false,0.0,3290,bahamas,false,3.0,1,blahh
19.400000000000006,false,0.0,3325,bahamas,false,3.0,1,blahh
19.500000000000007,false,0.0,3360,bahamas,false,3.0,1,blahh
19.60000000000001,false,0.0,3395,bahamas,false,3.0,1,blahh
19.70000000000001,false,0.0,3430,bahamas,false,3.0,1,blahh
19.80000000000001,false,0.0,3465,bahamas,false,3.0,1,blahh
19.900000000000013,false,0.0,3500,bahamas,false,3.0,1,blahh
