13,false,0,1085,bahamas
13.1,false,0,1120,bahamas
13.2,false,0,1155,bahamas
13.3,false,0,1190,bahamas
13.4,false,0,1225,bahamas
13.5,false,0,1260,bahamas
13.6,false,0,1295,bahamas
13.7,false,0,1330,bahamas
13.8,false,0,1365,bahamas
13.9,false,0,1400,bahamas
14,false,0,1435,bahamas
14.1,false,0,1470,bahamas
14.2,false,0,1505,bahamas
14.3,false,0,1540,bahamas
14.4,false,0,1575,bahamas
14.5,false,0,1610,bahamas
14.6,false,0,1645,bahamas
14.7,false,0,1680,bahamas
14.8,false,0,1715,bahamas
14.9,false,0,1750,bahamas
15,false,0,1785,bahamas
15.1,false,0,1820,bahamas
15.2,false,0,1855,bahamas
15.3,false,0,1890,bahamas
15.4,false,0,1925,bahamas
15.5,false,0,1960,bahamas
15.6,false,0,1995,bahamas
15.7,false,0,2030,bahamas
15.8,false,0,2065,bahamas
15.9,false,0,2100,bahamas
16,false,0,2135,bahamas
16.1,false,0,2170,bahamas
16.2,false,0,2205,bahamas
16.3,false,0,2240,bahamas
16.4,false,0,2275,bahamas
16.5,false,0,2310,bahamas
16.6,false,0,2345,bahamas
16.7,false,0,2380,bahamas
16.8,false,0,2415,bahamas
16.9,false,0,2450,bahamas
17,false,0,2485,bahamas
17.1,false,0,2520,bahamas
17.2,false,0,2555,bahamas
17.3,false,0,2590,bahamas
17.4,false,0,2625,bahamas
17.5,false,0,2660,bahamas
17.6,false,0,2695,bahamas
17.7,false,0,2730,bahamas
17.8,false,0,2765,bahamas
17.9,false,0,2800,bahamas
18,false,0,2835,bahamas
18.1,false,0,2870,bahamas
18.2,false,0,2905,bahamas
18.3,false,0,2940,bahamas
18.4,false,0,2975,bahamas
18.5,false,0,3010,bahamas
18.6,false,0,3045,bahamas
18.7,false,0,3080,bahamas
18.8,false,0,3115,bahamas
18.9,false,0,3150,bahamas
19,false,0,3185,bahamas
19.1,false,0,3220,bahamas
19.2,false,0,3255,bahamas
19.3,false,0,3290,bahamas
19.4,false,0,3325,bahamas
19.5,false,0,3360,bahamas
19.6,false,0,3395,bahamas
19.7,false,0,3430,bahamas
19.8,false,0,3465,bahamas
19.9,false,0,3500,bahamas
